,username,tweets,hashtags,retweets,mentions
124,Actor_Siddharth,Hats off to Lawrence master... his charity is helping so many people in need. Compassion is a super power. We can all make a difference.,,444,
125,Actor_Siddharth,We are entertainers first. we will try and go ahead and entertain you. This team brings you #Casanova #JilJungJuk,#Casanova #JilJungJuk,67,
126,Actor_Siddharth,This is common in #CHENNAI now. What are our people supposed to do? Where is the #hope #ChennaiRains,#CHENNAI #hope #ChennaiRains,437,
127,Actor_Siddharth,Looking for apartments to shift families of my crew. Lots of people in my office and home for shelter. Please share information about flats.,,335,
128,Actor_Siddharth,Expected to be the worst #rain #devastation in over a century in these parts. There are non govt groups dist food &amp; clothes to the affected.,#rain #devastation,112,
129,Actor_Siddharth,All our lives & livelihood screeching to a halt. Hearing amazing stories of kindness & bravery by common citizens. Keep reaching out. #HELP,#HELP,113,
130,Actor_Siddharth,Three of our post production suites are flooded. Shifting all equipment to new locations. Day & night work to finish our film. #JilJungJuk,#JilJungJuk,56,
131,Actor_Siddharth,Very scary day for #Chennai again. People's houses are #flooding. Electric poles and trees falling. Please be safe. Stay indoors. Praying.,#Chennai #flooding,316,
132,Actor_Siddharth,@KyaUkhaadLega tum mujhe #palazzo main tumhe bar doonga. Chalo ukhado:),#palazzo,6,@KyaUkhaadLega
133,Actor_Siddharth,Congrats SPI cinemas on #PalazzoBySPI Looks really cool! You guys always set the bar high:),#PalazzoBySPI,85,
134,Actor_Siddharth,Don't forget @arya_offl launches the super sensuous #Casanova sung by diva #Andrea today at 6pm. @Composer_Vishal @DeerajVaidy #JilJungJuk,#Casanova #Andrea #JilJungJuk,48,@arya_offl @Composer_Vishal @DeerajVaidy
135,Actor_Siddharth,Meanwhile hoping to end 2015 with a bang. #JilJungJuk releasing for a very merry #theri #Christmas. Don't stop making the amazing noise-u!,#JilJungJuk #theri #Christmas,85,
136,Actor_Siddharth,It's a wrap on #Aranmanai2 As always the best time working with my dear #SundarC &amp; @khushsundar Pongal special:) @trishtrashers @ihansika,#Aranmanai2 #SundarC,107,@khushsundar @trishtrashers @ihansika
137,Actor_Siddharth,@BalaDbozz keep shooting the #kuruvi,#kuruvi,5,@BalaDbozz
138,Actor_Siddharth,@manorajacbi thanks boys! Semma effort. #ShootTheKuruvi #godsuttakuruvi,#ShootTheKuruvi #godsuttakuruvi,3,@manorajacbi
139,Actor_Siddharth,4th single from #JilJungJuk #Casanova sung by #Andrea launches on Tuesday evening 6'o clock-u! Release by @arya_offl,#JilJungJuk #Casanova #Andrea,117,@arya_offl
140,Actor_Siddharth,@Composer_Vishal @DeerajVaidy @anirudhofficial and team #JilJungJuk so so happy right now! Thank you for the love-u! Make some more noise-u!,#JilJungJuk,19,@Composer_Vishal @DeerajVaidy @anirudhofficial
141,Actor_Siddharth,First our explosive teaser-u hit 1 million...now #ShootTheKuruvi smashes through 1million views. 2 million blasts in one week! #JilJungJuk,#ShootTheKuruvi #JilJungJuk,91,
142,Actor_Siddharth,@Udhaystalin very high quality trailer! Solid! Happy birthday #gethu man:),,17,@Udhaystalin
143,Actor_Siddharth,#Thanksgiving So much to be grateful for everyday. Another time warranting an urgent prayer for peace and harmony.,#Thanksgiving,54,
144,Actor_Siddharth,@Udhaystalin happy birthday nanba... God bless you with a #gethu year:),,15,@Udhaystalin
145,Actor_Siddharth,That moment when you realise that what you thought was the worst thing that happened to you is actually the best thing that happened to you.,,225,
146,Actor_Siddharth,@vennelakishore thanks babai!,,6,@vennelakishore
147,Actor_Siddharth,https://twitter.com/GauthamGauty/status/669804497498075136 MORE BLUE!!! :),,13,
148,Actor_Siddharth,A beach shoot with @trishtrashers and Choreographer Brinda after 12 years. From #AayuthaEzhuthu to #Aranmanai. Time flies!,#AayuthaEzhuthu #Aranmanai,115,@trishtrashers
149,Actor_Siddharth,All the best to my dear @actorkaruna director #Radhamohan and team #Uppukaruvadu for a big success tomorrow. In cinemas!,#Radhamohan #Uppukaruvadu,56,@actorkaruna
150,Actor_Siddharth,@geneliad @Riteishd happy birthday to my little prince. So proud of you guys. Lots of love!,,18,@geneliad @Riteishd
151,Actor_Siddharth,"2 more singles coming soon. Until then enjoy, dance to and share #ShootTheKuruvi #DomeruLordu and #RedRoadu from #JilJungJuk @DeerajVaidy",#ShootTheKuruvi #DomeruLordu #RedRoadu #JilJungJuk,54,@DeerajVaidy
152,Actor_Siddharth,The explosive teaser-u of #JilJungJuk has crossed the magic 1 million views mark. Thank you the amazing noise-u!,#JilJungJuk,47,
153,Actor_Siddharth,@rj_manutd amazing remix!,,1,@rj_manutd
154,Actor_Siddharth,@BollywoodGandu @SnGComedyIN hehe. OK fine. I'll let it go. This time!,,1,@BollywoodGandu @SnGComedyIN
155,Actor_Siddharth,Still no coverage. People have died. Daily life's been affected. More rain to come. What more do you want? #PARTOFINDIA #NATIONALMEDIA #why,#PARTOFINDIA #NATIONALMEDIA #why,783,
156,Actor_Siddharth,@RSeanRoldan @Composer_Vishal thank you brilliant Tambourine Man Mr. Roldan.,,2,@RSeanRoldan @Composer_Vishal
157,Actor_Siddharth,The Lyricist on #RedRoadu is our young director @DeerajVaidy Double debut from the man! How did he do?? https://youtu.be/uRXNN6aEjc0 #JilJungJuk,#RedRoadu #JilJungJuk,43,@DeerajVaidy
158,Actor_Siddharth,"The mad @composer_vishal magic continues with #RedRoadu Listen, dance, share! Make lots of noise-u! https://youtu.be/uRXNN6aEjc0 #JilJungJuk",#RedRoadu #JilJungJuk,54,@Composer_Vishal
159,Actor_Siddharth,"Big hug & props to the crazy talented #SanthoshNarayanan &amp; #SeanRoldan for singing #RedRoadu We are blessed-u - Urs truly, Team #JilJungJuk",#SanthoshNarayanan #SeanRoldan #RedRoadu #JilJungJuk,47,
160,Actor_Siddharth,Thank you my dear @VishalKOfficial #RedRoadu is now yours machi! Keep rocking! #JilJungJuk,#RedRoadu #JilJungJuk,56,@VishalKOfficial
161,Actor_Siddharth,@kalyanrath you made my day boss! Thanks:),,2,@kalyanrath
162,Actor_Siddharth,DEAR #NATIONALMEDIA. HI. #CHENNAI. #TAMILNADU. #FLOOD. SUFFERING. #PARTOFINDIA. MORE IMPORTANT THAN #AAMIR/#SHEENA. LOOK AT US. #TALK. #NOW!,#NATIONALMEDIA #CHENNAI #TAMILNADU #FLOOD #PARTOFINDIA #AAMIR #SHEENA #TALK #NOW,2929,
163,Actor_Siddharth,@sanjrec haha!,,1,@sanjrec
164,Actor_Siddharth,Every time a car drives by my house...this happens. Stay safe Chennai! https://instagram.com/p/-bl8_byTNL/,,52,
165,Actor_Siddharth,They say the world pays for the sins of the evildoers. Why do so many innocents have to suffer? Nature & terror... Always hurt the innocent!,,87,
166,Actor_Siddharth,Please share helpline numbers. I'll be posting verified charities that are helping ease the suffering of our people. Please donate. #Chennai,#Chennai,77,
167,Actor_Siddharth,Heaviest rain yet in #Chennai. Deeply concerned about the pain it's causing. Please help in any way you can. We all need to do our bit.,#Chennai,188,
168,Actor_Siddharth,Are you the one who pushed this explosive Teaser-u past 1 million views? Let us know:) https://youtu.be/p7LLgN36zRo #JilJungJuk #TheriChristmas,#JilJungJuk #TheriChristmas,43,
169,Actor_Siddharth,"This makes sense.""A liar begins with making falsehood appear like truth,& ends with making truth itself appear like falsehood"" -W. Shenstone",,57,
170,Actor_Siddharth,3rd single from #JilJungJuk #RedRoadu on Tuesday evening-u @6pm! Launch by @VishalKOfficial Make lots of sound-u!,#JilJungJuk #RedRoadu,107,@VishalKOfficial
171,Actor_Siddharth,@actorkaruna all the best nanba! #uppukaruvadu #nov27,#uppukaruvadu #nov27,10,@actorkaruna
172,Actor_Siddharth,@Riteishd mauliiiiii! #Laibhaari,#Laibhaari,11,@Riteishd
173,Actor_Siddharth,@Prasanna_actor @Arunvaid @varusarath @actor_vaibhav @Arvindkrsna killer combo. Kill it!,,10,@Prasanna_actor @Arunvaid @varusarath @actor_vaibhav @Arvindkrsna
174,Actor_Siddharth,@iamVikramPrabhu thank you so much brother :),,18,@iamVikramPrabhu
175,Actor_Siddharth,@DHC_Chennai you're too kind chief. See you soon :),,3,
176,Actor_Siddharth,@Chinmayi thanks much:),,3,@Chinmayi
177,Actor_Siddharth,The awesome mix on #DomeruLordu is courtesy @vinhariharan... More to come! @Composer_Vishal #JilJungJuk,#DomeruLordu #JilJungJuk,14,@vinhariharan @Composer_Vishal
178,Actor_Siddharth,@actor_vaibhav @actorkaruna all the best boys! Rocking :),,12,@actor_vaibhav @actorkaruna
179,Actor_Siddharth,@sash041075 All the best Sash! It's going to be massive! #irudhiSuttru @ActorMadhavan,#irudhiSuttru,5,@sash041075 @ActorMadhavan
180,Actor_Siddharth,All the stunning promo artwork for #JilJungJuk comes from the mind of director Deeraj Vaidy... Executed by designer Amudan Priyan. #proud,#JilJungJuk #proud,81,
181,Actor_Siddharth,@crhemanth it's all inhouse talent Hemanth.,,2,@crhemanth
182,Actor_Siddharth,Magical voices on #DomeruLordu belong to Kavita Thomas &amp; Anthony Daasan. @composer_vishal &amp; @lyricist_vivek team! https://youtu.be/nO0FvZPuY3c,#DomeruLordu,69,@Composer_Vishal @Lyricist_Vivek
183,Actor_Siddharth,@actor_jayamravi thank you brother...#DomaruLordu is now yours:) https://youtu.be/nO0FvZPuY3c,#DomaruLordu,48,@actor_jayamravi
